| Channel | Slice | Wavelength | LeftX   | LeftY   | CenterX | CenterY | RightX  | RightY  |
| MIR     | 7     | 3.200      | 15.069  | -7.399  | 15.707  | -7.399  | 16.338  | -7.397  |
| MIR     | 7     | 3.500      | 15.078  | -8.829  | 15.713  | -8.829  | 16.342  | -8.824  |
| MIR     | 7     | 3.800      | 15.087  | -10.412 | 15.721  | -10.412 | 16.345  | -10.406 |
| MIR     | 7     | 4.100      | 15.097  | -12.160 | 15.728  | -12.160 | 16.349  | -12.151 |
| MIR     | 7     | 4.400      | 15.108  | -14.083 | 15.737  | -14.083 | 16.354  | -14.073 |
| MIR     | 7     | 4.700      | 15.120  | -16.194 | 15.747  | -16.194 | 16.358  | -16.181 |
| MIR     | 8     | 2.000      | 0.095   | -3.167  | 0.739   | -3.175  | 1.385   | -3.175  |
| MIR     | 8     | 2.300      | 0.105   | -4.066  | 0.746   | -4.073  | 1.390   | -4.073  |
| MIR     | 8     | 2.600      | 0.113   | -5.080  | 0.754   | -5.087  | 1.395   | -5.087  |
| MIR     | 8     | 2.900      | 0.123   | -6.226  | 0.762   | -6.231  | 1.400   | -6.231  |
| MIR     | 8     | 3.200      | 0.134   | -7.509  | 0.772   | -7.513  | 1.407   | -7.513  |
| MIR     | 8     | 3.500      | 0.146   | -8.939  | 0.782   | -8.941  | 1.413   | -8.941  |
| MIR     | 8     | 3.800      | 0.159   | -10.522 | 0.793   | -10.523 | 1.421   | -10.523 |
| MIR     | 8     | 4.100      | 0.173   | -12.270 | 0.805   | -12.269 | 1.428   | -12.269 |
| MIR     | 8     | 4.400      | 0.189   | -14.193 | 0.818   | -14.191 | 1.437   | -14.191 |
| MIR     | 8     | 4.700      | 0.207   | -16.304 | 0.833   | -16.299 | 1.447   | -16.299 |
| MIR     | 9     | 2.000      | -17.883 | -3.060  | -17.244 | -3.055  | -16.600 | -3.057  |
| MIR     | 9     | 2.300      | -17.871 | -3.958  | -17.233 | -3.953  | -16.591 | -3.956  |
| MIR     | 9     | 2.600      | -17.861 | -4.971  | -17.224 | -4.967  | -16.583 | -4.970  |
| MIR     | 9     | 2.900      | -17.849 | -6.115  | -17.213 | -6.111  | -16.574 | -6.116  |
| MIR     | 9     | 3.200      | -17.834 | -7.397  | -17.200 | -7.393  | -16.562 | -7.399  |
| MIR     | 9     | 3.500      | -17.819 | -8.824  | -17.186 | -8.821  | -16.551 | -8.829  |
| MIR     | 9     | 3.800      | -17.803 | -10.406 | -17.172 | -10.403 | -16.538 | -10.412 |
| MIR     | 9     | 4.100      | -17.785 | -12.151 | -17.156 | -12.149 | -16.524 | -12.160 |
| MIR     | 9     | 4.400      | -17.765 | -14.073 | -17.138 | -14.071 | -16.509 | -14.083 |
| MIR     | 9     | 4.700      | -17.743 | -16.181 | -17.118 | -16.179 | -16.492 | -16.194 |
