curie,label,retrieved_at
NCIT:C179143,Employment Status,2025-12-22T08:15:18.866903
NCIT:C35041,Stress,2025-12-22T08:15:18.871834
NCIT:C157356,Health Insurance,2025-12-22T08:15:18.882023
NCIT:C76123,Not High School Graduate,2025-12-22T08:15:18.886926
NCIT:C67136,High School Completion,2025-12-22T08:15:18.888026
NCIT:C198567,DNA Specimen,2025-12-22T08:16:54.241776
NCIT:C198568,RNA Specimen,2025-12-22T08:16:54.242433
NCIT:C128274,Circulating Cell-Free DNA,2025-12-22T08:16:54.243666
NCIT:C3261,Metastatic Neoplasm,2025-12-22T08:16:54.245150
NCIT:C4798,Recurrent Neoplasm,2025-12-22T08:16:54.246249
NCIT:C3331,Pleural Effusion,2025-12-22T08:16:54.247076
NCIT:C12530,Granulocyte,2025-12-22T08:16:54.248167
NCIT:C25219,Fixation,2025-12-22T08:16:54.250633
NCIT:C17246,Uzbekistan,2025-12-22T08:16:54.252030
NCIT:C25208,Weight,2025-12-22T08:16:54.253310
NCIT:C25335,Volume,2025-12-22T08:16:54.254496
NCIT:C41185,Concentration,2025-12-22T08:16:54.255973
NCIT:C28150,Freeze-Drying,2025-12-22T08:19:09.517425
NCIT:C8509,Primary Neoplasm,2025-12-22T08:19:09.518825
NCIT:C122534,Other Architecture and Engineering Workers,2025-12-22T08:19:09.519891
NCIT:C116701,Spectrophotometry,2025-12-22T08:19:09.525228
NCIT:C122936,Patient Derived Xenograft,2025-12-22T08:19:25.480593
