#         4977           2           8
# Fri Oct 10 11:09:03 2025
# thar_spec_MM201006_r2000.dat
# UVES high res ThAr spectrum thar_spec_MM201006.dat convolved to R=2,000
# 
# 
# 
# lambda (um)   Intensity

     0.418619      20.9923
     0.418723      29.7918
     0.418828      24.1248
     0.418933      114.376
     0.419038      1118.75
     0.419142      858.417
     0.419247      165.615
     0.419352      229.056
     0.419457      287.320
     0.419562      70.1566
     0.419667      22.6431
     0.419771      96.9930
     0.419876      4347.10
     0.419981      107.836
     0.420086      5031.70
     0.420191      375.157
     0.420296      117.443
     0.420402      182.852
     0.420507      43.2678
     0.420612      20.5447
     0.420717      41.8412
     0.420822      105.937
     0.420927      782.991
     0.421032      612.764
     0.421138      2918.36
     0.421243      20.5482
     0.421348      355.531
     0.421454      222.363
     0.421559      79.2538
     0.421664      75.5169
     0.421770      158.212
     0.421875      170.465
     0.421981      103.023
     0.422086      47.2796
     0.422192      20.4932
     0.422297      266.162
     0.422403      113.615
     0.422509      27.1399
     0.422614      132.606
     0.422720      880.440
     0.422825      949.937
     0.422931      471.858
     0.423037      400.506
     0.423143      41.0222
     0.423248      15.8028
     0.423354      36.1442
     0.423460      77.0117
     0.423566      2363.63
     0.423672      1056.78
     0.423778      229.931
     0.423884      46.3233
     0.423990      20.8511
     0.424096      153.847
     0.424202      30.0296
     0.424308      83.8618
     0.424414      40.3136
     0.424520      44.6567
     0.424626      23.5669
     0.424732      86.4152
     0.424838      221.919
     0.424945      52.5541
     0.425051      2286.55
     0.425157      323.618
     0.425263      11.0632
     0.425370      141.340
     0.425476      103.929
     0.425582      399.922
     0.425689      23.5871
     0.425795      1215.48
     0.425902      2222.09
     0.426008      146.246
     0.426115      67.4415
     0.426221      46.4141
     0.426328      34.2244
     0.426434      52.5770
     0.426541      31.0668
     0.426648      1843.11
     0.426754      59.8780
     0.426861      35.4632
     0.426968      121.229
     0.427074      76.2455
     0.427181      2712.79
     0.427288      594.898
     0.427395      127.699
     0.427502      181.732
     0.427609      36.3141
     0.427715      6935.11
     0.427822      289.720
     0.427929      51.0999
     0.428036      257.151
     0.428143      313.051
     0.428250      1164.82
     0.428357      156.737
     0.428464      51.7474
     0.428572      117.068
     0.428679      78.9581
     0.428786      48.3617
     0.428893      242.100
     0.429000      99.4274
     0.429108      19.0908
     0.429215      233.862
     0.429322      15.4830
     0.429430      70.5061
     0.429537      88.1682
     0.429644      11.3698
     0.429752      206.791
     0.429859      32.9257
     0.429967      1318.43
     0.430074      255.157
     0.430182      19.6062
     0.430289      34.6057
     0.430397      70.2826
     0.430504      85.3454
     0.430612      56.3621
     0.430720      436.490
     0.430827      239.399
     0.430935      920.110
     0.431043      220.618
     0.431150      331.834
     0.431258      2575.69
     0.431366      132.436
     0.431474      780.227
     0.431582      245.573
     0.431690      33.0991
     0.431798      257.605
     0.431906      40.7738
     0.432013      317.700
     0.432121      70.8730
     0.432230      20.6271
     0.432338      15.8261
     0.432446      24.6959
     0.432554      154.222
     0.432662      79.3780
     0.432770      88.4262
     0.432878      638.788
     0.432986      93.3176
     0.433095      1800.20
     0.433203      355.383
     0.433311      1259.98
     0.433420      32.5448
     0.433528      525.249
     0.433636      15.7875
     0.433745      833.509
     0.433853      75.2687
     0.433962      28.3117
     0.434070      141.156
     0.434179      35.6234
     0.434287      446.715
     0.434396      293.248
     0.434504      507.271
     0.434613      431.381
     0.434722      69.4668
     0.434830      5208.03
     0.434939      434.505
     0.435048      76.6613
     0.435157      70.9564
     0.435265      660.094
     0.435374      542.809
     0.435483      117.598
     0.435592      88.6694
     0.435701      55.6243
     0.435810      285.451
     0.435919      191.148
     0.436028      80.7846
     0.436137      48.0229
     0.436246      416.551
     0.436355      86.5744
     0.436464      24.6823
     0.436573      551.106
     0.436682      83.5559
     0.436791      782.026
     0.436900      135.512
     0.437010      460.290
     0.437119      3060.17
     0.437228      48.4124
     0.437338      64.0651
     0.437447      1836.35
     0.437556      620.173
     0.437666      41.4366
     0.437775      672.681
     0.437884      42.2097
     0.437994      1156.53
     0.438103      113.477
     0.438213      604.852
     0.438323      72.3112
     0.438432      98.7831
     0.438542      616.559
     0.438651      39.4703
     0.438761      144.872
     0.438871      29.4078
     0.438980      21.2342
     0.439090      1167.33
     0.439200      35.3391
     0.439310      299.269
     0.439420      114.779
     0.439529      42.0580
     0.439639      62.1105
     0.439749      125.887
     0.439859      39.1423
     0.439969      881.768
     0.440079      1898.10
     0.440189      551.336
     0.440299      1005.65
     0.440409      45.6336
     0.440519      74.6198
     0.440629      42.2869
     0.440740      29.4717
     0.440850      1914.39
     0.440960      75.7941
     0.441070      22.7222
     0.441181      14.9832
     0.441291      280.085
     0.441401      301.571
     0.441512      50.0504
     0.441622      47.8969
     0.441732      118.140
     0.441843      21.9559
     0.441953      15.6939
     0.442064      130.999
     0.442174      128.108
     0.442285      37.1144
     0.442395      133.232
     0.442506      91.9544
     0.442617      3291.14
     0.442727      39.8271
     0.442838      78.7978
     0.442949      71.3590
     0.443059      2331.20
     0.443170      103.663
     0.443281      295.004
     0.443392      672.184
     0.443503      62.8717
     0.443613      82.8412
     0.443724      43.9760
     0.443835      178.418
     0.443946      581.142
     0.444057      561.281
     0.444168      108.009
     0.444279      52.2362
     0.444390      153.037
     0.444501      181.277
     0.444613      683.878
     0.444724      47.4685
     0.444835      669.950
     0.444946      172.033
     0.445057      96.4995
     0.445169      39.7552
     0.445280      561.378
     0.445391      25.6267
     0.445503      56.6901
     0.445614      55.6356
     0.445725      44.4366
     0.445837      648.866
     0.445948      55.7619
     0.446060      82.1119
     0.446171      637.289
     0.446283      11.9907
     0.446394      115.202
     0.446506      104.716
     0.446618      36.4563
     0.446729      9.11236
     0.446841      31.3615
     0.446953      219.017
     0.447064      61.7095
     0.447176      71.5909
     0.447288      40.1386
     0.447400      57.6155
     0.447512      1919.84
     0.447623      27.6114
     0.447735      28.4317
     0.447847      209.521
     0.447959      96.8409
     0.448071      291.397
     0.448183      3714.09
     0.448295      312.837
     0.448407      44.9590
     0.448519      63.5192
     0.448632      270.181
     0.448744      864.661
     0.448856      311.040
     0.448968      199.975
     0.449080      232.794
     0.449193      73.0223
     0.449305      5134.84
     0.449417      80.9174
     0.449530      40.3922
     0.449642      32.6003
     0.449754      60.8742
     0.449867      620.626
     0.449979      411.191
     0.450092      24.3005
     0.450204      7.22284
     0.450317      143.246
     0.450429      15.5458
     0.450542      159.263
     0.450655      102.625
     0.450767      61.2194
     0.450880      18.6831
     0.450993      56.7349
     0.451106      1392.14
     0.451218      32.8401
     0.451331      339.918
     0.451444      30.2672
     0.451557      1148.89
     0.451670      24.1635
     0.451783      31.2886
     0.451896      265.532
     0.452009      27.6101
     0.452122      881.818
     0.452235      324.418
     0.452348      12.4625
     0.452461      87.2754
     0.452574      27.1354
     0.452687      24.5305
     0.452800      48.9762
     0.452913      26.9111
     0.453027      446.364
     0.453140      36.1351
     0.453253      164.743
     0.453366      217.505
     0.453480      390.798
     0.453593      147.437
     0.453707      126.157
     0.453820      45.2610
     0.453933      13.1850
     0.454047      423.334
     0.454160      68.8721
     0.454274      13.7349
     0.454388      60.8139
     0.454501      4951.06
     0.454615      367.957
     0.454728      151.913
     0.454842      21.8887
     0.454956      20.9946
     0.455070      11.0499
     0.455183      147.797
     0.455297      19.6691
     0.455411      21.3686
     0.455525      329.686
     0.455639      295.161
     0.455753      8.03707
     0.455867      104.572
     0.455981      32.3286
     0.456095      349.551
     0.456209      77.6416
     0.456323      445.390
     0.456437      314.484
     0.456551      35.3768
     0.456665      171.539
     0.456779      383.054
     0.456893      102.561
     0.457007      57.2232
     0.457122      689.643
     0.457236      40.7658
     0.457350      88.0268
     0.457465      25.7125
     0.457579      51.8812
     0.457693      31.5599
     0.457808      173.474
     0.457922      3700.26
     0.458037      177.379
     0.458151      136.141
     0.458266      16.8549
     0.458380      42.7348
     0.458495      36.4242
     0.458610      29.7505
     0.458724      14.0747
     0.458839      512.301
     0.458954      3574.35
     0.459068      34.6328
     0.459183      21.3989
     0.459298      323.998
     0.459413      43.7582
     0.459528      1132.22
     0.459643      251.612
     0.459757      8.07448
     0.459872      547.060
     0.459987      44.7808
     0.460102      23.5906
     0.460217      12.6980
     0.460332      176.645
     0.460447      13.5272
     0.460563      15.1308
     0.460678      43.6078
     0.460793      199.523
     0.460908      6004.13
     0.461023      244.958
     0.461139      133.521
     0.461254      62.5480
     0.461369      227.998
     0.461485      318.934
     0.461600      43.5281
     0.461715      12.6941
     0.461831      12.2243
     0.461946      119.708
     0.462062      321.343
     0.462177      71.8387
     0.462293      33.9516
     0.462408      111.557
     0.462524      58.6042
     0.462640      12.6666
     0.462755      132.554
     0.462871      370.114
     0.462987      25.5447
     0.463102      34.0838
     0.463218      175.776
     0.463334      191.029
     0.463450      15.2185
     0.463566      11.2533
     0.463682      335.057
     0.463797      33.1647
     0.463913      189.769
     0.464029      77.6351
     0.464145      62.6263
     0.464261      14.1217
     0.464377      30.9947
     0.464494      45.8194
     0.464610      73.3767
     0.464726      269.075
     0.464842      22.1879
     0.464958      34.9936
     0.465074      254.088
     0.465191      259.081
     0.465307      23.6238
     0.465423      26.4802
     0.465540      101.051
     0.465656      63.4697
     0.465773      5347.19
     0.465889      66.2473
     0.466005      101.444
     0.466122      24.4256
     0.466238      52.3896
     0.466355      711.052
     0.466472      61.0184
     0.466588      176.873
     0.466705      608.296
     0.466822      535.493
     0.466938      236.321
     0.467055      541.273
     0.467172      7.25127
     0.467289      87.9817
     0.467405      3119.73
     0.467522      77.3770
     0.467639      510.748
     0.467756      23.6414
     0.467873      56.1458
     0.467990      96.8782
     0.468107      87.5788
     0.468224      57.9959
     0.468341      163.610
     0.468458      21.6326
     0.468575      538.001
     0.468692      11.2419
     0.468810      9.37473
     0.468927      269.537
     0.469044      254.854
     0.469161      377.882
     0.469279      9.91366
     0.469396      312.205
     0.469513      1047.03
     0.469631      36.5413
     0.469748      10.1428
     0.469865      72.9791
     0.469983      66.9869
     0.470100      78.3154
     0.470218      421.625
     0.470335      382.072
     0.470453      4133.78
     0.470571      266.961
     0.470688      44.7379
     0.470806      236.989
     0.470924      19.8115
     0.471041      39.8228
     0.471159      74.2875
     0.471277      477.397
     0.471395      22.3981
     0.471513      76.1649
     0.471630      33.6474
     0.471748      42.6247
     0.471866      59.9249
     0.471984      103.267
     0.472102      355.992
     0.472220      312.246
     0.472338      3845.89
     0.472456      71.7486
     0.472575      24.3108
     0.472693      3627.60
     0.472811      74.7232
     0.472929      423.987
     0.473047      74.9959
     0.473166      469.670
     0.473284      14.8294
     0.473402      17.4172
     0.473521      38.5676
     0.473639      1410.15
     0.473757      33.2269
     0.473876      16.2007
     0.473994      391.884
     0.474113      457.479
     0.474231      150.986
     0.474350      121.022
     0.474468      28.1305
     0.474587      91.9549
     0.474706      40.2929
     0.474824      36.3971
     0.474943      925.329
     0.475062      24.7896
     0.475181      174.139
     0.475299      379.537
     0.475418      9.55254
     0.475537      8.86387
     0.475656      48.2636
     0.475775      408.632
     0.475894      17.0461
     0.476013      35.6174
     0.476132      79.5915
     0.476251      44.5083
     0.476370      76.4329
     0.476489      6679.32
     0.476608      886.255
     0.476727      23.5735
     0.476846      71.5031
     0.476966      15.7019
     0.477085      48.5124
     0.477204      12.3650
     0.477323      73.9944
     0.477443      175.967
     0.477562      176.453
     0.477682      90.2596
     0.477801      1908.19
     0.477920      94.4354
     0.478040      67.4773
     0.478159      33.7799
     0.478279      38.1248
     0.478399      129.148
     0.478518      14.2504
     0.478638      129.809
     0.478757      171.307
     0.478877      284.434
     0.478997      616.734
     0.479117      24.0728
     0.479236      46.1465
     0.479356      110.932
     0.479476      4.96639
     0.479596      137.948
     0.479716      28.4044
     0.479836      18.1892
     0.479956      27.5855
     0.480076      46.9290
     0.480196      8.99130
     0.480316      45.9733
     0.480436      37.6084
     0.480556      4309.36
     0.480676      93.4950
     0.480796      2533.55
     0.480916      765.424
     0.481037      18.3985
     0.481157      20.1306
     0.481277      205.012
     0.481397      686.870
     0.481518      40.7201
     0.481638      26.7348
     0.481759      57.9606
     0.481879      148.255
     0.482000      103.141
     0.482120      801.156
     0.482241      1196.65
     0.482361      574.622
     0.482482      39.8393
     0.482602      43.9647
     0.482723      526.422
     0.482844      13.3028
     0.482964      61.5548
     0.483085      822.749
     0.483206      257.307
     0.483327      214.225
     0.483448      22.9390
     0.483568      13.5918
     0.483689      28.3612
     0.483810      29.7739
     0.483931      21.3597
     0.484052      1688.53
     0.484173      33.2207
     0.484294      15.5684
     0.484415      422.126
     0.484536      156.412
     0.484657      8.50535
     0.484779      2626.71
     0.484900      372.672
     0.485021      381.693
     0.485142      13.6031
     0.485264      189.832
     0.485385      11.7837
     0.485506      17.1669
     0.485628      16.5402
     0.485749      54.3270
     0.485871      100.619
     0.485992      25.0403
     0.486113      344.664
     0.486235      49.5914
     0.486357      1004.68
     0.486478      60.2769
     0.486600      2121.47
     0.486721      53.2781
     0.486843      245.328
     0.486965      6.98374
     0.487087      151.465
     0.487208      85.3826
     0.487330      832.272
     0.487452      317.057
     0.487574      71.3944
     0.487696      95.1503
     0.487818      1390.91
     0.487940      4034.09
     0.488062      176.214
     0.488184      120.188
     0.488306      13.9378
     0.488428      13.4800
     0.488550      23.4801
     0.488672      24.5539
     0.488794      69.6489
     0.488916      802.350
     0.489039      73.8644
     0.489161      42.5900
     0.489283      116.796
     0.489405      69.9351
     0.489528      3191.53
     0.489650      6.78646
     0.489773      13.7232
     0.489895      176.720
     0.490017      11.6515
     0.490140      82.1281
     0.490263      359.255
     0.490385      9.55235
     0.490508      353.402
     0.490630      7.87729
     0.490753      60.1989
     0.490876      29.6785
     0.490998      275.842
     0.491121      241.504
     0.491244      149.747
     0.491367      24.7392
     0.491490      33.9004
     0.491612      13.6069
     0.491735      23.2180
     0.491858      13.4135
     0.491981      1271.24
     0.492104      288.412
     0.492227      20.7283
     0.492350      41.9460
     0.492473      84.7086
     0.492597      86.1989
     0.492720      226.751
     0.492843      72.8927
     0.492966      70.1725
     0.493089      16.4624
     0.493213      12.4269
     0.493336      341.958
     0.493459      8.06907
     0.493583      12.3191
     0.493706      146.948
     0.493829      283.201
     0.493953      720.089
     0.494076      17.8266
     0.494200      23.9818
     0.494323      500.955
     0.494447      12.4072
     0.494571      1262.47
     0.494694      202.217
     0.494818      50.6007
     0.494942      23.9509
     0.495065      158.226
     0.495189      11.4450
     0.495313      54.1494
     0.495437      87.8758
     0.495561      33.2784
     0.495685      98.2214
     0.495808      50.4436
     0.495932      32.3626
     0.496056      83.1830
     0.496180      98.8459
     0.496304      87.3221
     0.496428      118.128
     0.496553      3044.05
     0.496677      18.5935
     0.496801      19.4973
     0.496925      83.1722
     0.497049      114.197
     0.497174      221.772
     0.497298      53.3339
     0.497422      8.71370
     0.497547      37.1631
     0.497671      15.1063
     0.497795      23.2421
     0.497920      10.6686
     0.498044      166.541
     0.498169      11.3865
     0.498293      208.082
     0.498418      8.85128
     0.498543      427.288
     0.498667      28.6759
     0.498792      21.8701
     0.498917      168.136
     0.499041      17.1334
     0.499166      29.7303
     0.499291      28.0767
     0.499416      154.938
     0.499540      29.1534
     0.499665      22.9167
     0.499790      35.7922
     0.499915      23.1631
     0.500040      65.5387
     0.500165      1804.91
     0.500290      34.1319
     0.500415      230.021
     0.500540      21.5380
     0.500666      19.6489
     0.500791      23.4763
     0.500916      805.958
     0.501041      73.7258
     0.501166      33.4919
     0.501292      14.7862
     0.501417      33.8286
     0.501542      92.7636
     0.501668      1772.87
     0.501793      206.867
     0.501919      258.216
     0.502044      176.074
     0.502170      145.791
     0.502295      26.7032
     0.502421      46.3480
     0.502546      7.94330
     0.502672      16.2001
     0.502798      78.0324
     0.502923      659.218
     0.503049      152.024
     0.503175      23.8096
     0.503301      6.40105
     0.503426      19.5259
     0.503552      27.2912
     0.503678      32.5854
     0.503804      37.2348
     0.503930      1224.70
     0.504056      156.573
     0.504182      50.1531
     0.504308      44.8988
     0.504434      2529.20
     0.504560      291.884
     0.504686      662.727
     0.504813      15.8152
     0.504939      904.507
     0.505065      643.568
     0.505191      272.315
     0.505318      30.3794
     0.505444      64.6325
     0.505570      329.415
     0.505697      26.0448
     0.505823      327.465
     0.505950      387.945
     0.506076      47.4072
     0.506203      817.023
     0.506329      157.455
     0.506456      1570.07
     0.506582      282.672
     0.506709      127.906
     0.506836      1770.41
     0.506962      29.0580
     0.507089      20.9314
     0.507216      17.2205
     0.507343      22.3647
     0.507470      25.3655
     0.507596      30.1115
     0.507723      15.9688
     0.507850      23.4098
     0.507977      30.9079
     0.508104      145.747
     0.508231      39.2491
     0.508358      13.3214
     0.508485      134.021
     0.508613      37.2482
     0.508740      39.3392
     0.508867      25.5455
     0.508994      638.848
     0.509121      129.997
     0.509249      21.7531
     0.509376      85.3082
     0.509503      104.425
     0.509631      628.218
     0.509758      115.886
     0.509885      81.9760
     0.510013      724.427
     0.510140      156.074
     0.510268      17.1987
     0.510396      24.2310
     0.510523      22.7387
     0.510651      14.6773
     0.510778      12.5412
     0.510906      14.9373
     0.511034      65.3125
     0.511162      155.422
     0.511289      47.3870
     0.511417      21.9867
     0.511545      1078.15
     0.511673      135.519
     0.511801      96.1714
     0.511929      41.9736
     0.512057      25.1774
     0.512185      73.4273
     0.512313      98.2451
     0.512441      30.8905
     0.512569      640.998
     0.512697      24.0251
     0.512825      250.870
     0.512954      52.9311
     0.513082      79.9878
     0.513210      38.0489
     0.513338      60.2970
     0.513467      467.542
     0.513595      54.1500
     0.513723      160.146
     0.513852      36.5208
     0.513980      26.1104
     0.514109      315.317
     0.514237      780.243
     0.514366      700.279
     0.514495      502.396
     0.514623      47.8175
     0.514752      32.3954
     0.514881      92.6948
     0.515009      33.8707
     0.515138      1048.73
     0.515267      18.3202
     0.515396      784.529
     0.515524      15.9923
     0.515653      6.88070
     0.515782      29.4645
     0.515911      2759.20
     0.516040      276.441
     0.516169      603.084
     0.516298      823.796
     0.516427      55.5790
     0.516556      181.492
     0.516686      84.9097
     0.516815      99.3058
     0.516944      112.855
     0.517073      41.7012
     0.517202      27.5209
     0.517332      171.126
     0.517461      167.042
     0.517590      503.683
     0.517720      1214.14
     0.517849      64.6818
     0.517979      23.2655
     0.518108      41.4123
     0.518238      74.2292
     0.518367      123.704
     0.518497      131.426
     0.518627      99.4890
     0.518756      791.629
     0.518886      36.7697
     0.519016      39.4636
     0.519145      97.8474
     0.519275      27.5226
     0.519405      359.268
     0.519535      693.545
     0.519665      32.9753
     0.519795      9.48845
     0.519925      1538.78
     0.520055      6.20360
     0.520185      42.5828
     0.520315      9.86932
     0.520445      49.5330
     0.520575      144.185
     0.520705      129.828
     0.520835      43.0839
     0.520965      320.109
     0.521096      1719.05
     0.521226      25.9117
     0.521356      564.911
     0.521486      55.8608
     0.521617      258.126
     0.521747      38.2525
     0.521878      980.060
     0.522008      76.9322
     0.522139      361.716
     0.522269      32.0576
     0.522400      13.3691
     0.522530      26.2887
     0.522661      34.5203
     0.522792      146.846
     0.522922      54.0454
     0.523053      2992.06
     0.523184      969.922
     0.523315      103.251
     0.523445      78.2632
     0.523576      30.7421
     0.523707      30.7361
     0.523838      315.636
     0.523969      364.542
     0.524100      20.6844
     0.524231      24.1895
     0.524362      19.2679
     0.524493      24.7434
     0.524624      10.2528
     0.524756      439.288
     0.524887      16.7336
     0.525018      26.6056
     0.525149      85.3104
     0.525280      114.017
     0.525412      130.287
     0.525543      43.4379
     0.525675      21.1393
     0.525806      2127.95
     0.525937      63.8070
     0.526069      334.270
     0.526200      173.951
     0.526332      20.7623
     0.526464      65.7976
     0.526595      21.9215
     0.526727      1172.39
     0.526859      28.5944
     0.526990      72.9949
     0.527122      19.1784
     0.527254      226.549
     0.527386      405.209
     0.527517      14.5191
     0.527649      77.8341
     0.527781      167.462
     0.527913      18.4435
     0.528045      253.006
     0.528177      81.7213
     0.528309      32.5304
     0.528441      13.0774
     0.528573      17.3944
     0.528705      37.3832
     0.528838      2.88535
     0.528970      40.3867
     0.529102      13.5787
     0.529234      112.236
     0.529367      24.0115
     0.529499      208.244
     0.529631      296.079
     0.529764      641.496
     0.529896      162.973
     0.530029      232.361
     0.530161      41.8342
     0.530294      128.232
     0.530426      18.9967
     0.530559      93.9308
     0.530692      167.840
     0.530824      53.9240
     0.530957      79.3690
     0.531090      155.738
     0.531223      2871.30
     0.531355      325.517
     0.531488      59.7111
     0.531621      12.5279
     0.531754      334.316
     0.531887      42.3821
     0.532020      72.5869
     0.532153      10.5061
     0.532286      55.1876
     0.532419      29.8363
     0.532552      154.470
     0.532685      846.193
     0.532818      14.9828
     0.532952      182.682
     0.533085      27.6201
     0.533218      15.4634
     0.533351      31.2275
     0.533485      6.72385
     0.533618      11.8295
     0.533751      26.8044
     0.533885      27.0203
     0.534018      55.5661
     0.534152      17.9179
     0.534285      112.213
     0.534419      2153.36
     0.534553      52.2602
     0.534686      76.8471
     0.534820      230.924
     0.534954      75.0166
     0.535087      220.990
     0.535221      85.6386
     0.535355      73.0795
     0.535489      90.9982
     0.535623      93.5378
     0.535757      25.5436
     0.535891      161.922
     0.536025      522.073
     0.536159      153.069
     0.536293      216.735
     0.536427      38.6777
     0.536561      27.9908
     0.536695      17.5140
     0.536829      15.1070
     0.536963      330.630
     0.537097      141.747
     0.537232      123.623
     0.537366      36.9346
     0.537500      449.376
     0.537635      194.350
     0.537769      21.7268
     0.537904      564.886
     0.538038      7.55188
     0.538173      27.7564
     0.538307      82.4403
     0.538442      87.8363
     0.538576      11.1984
     0.538711      746.153
     0.538846      96.8129
     0.538980      482.756
     0.539115      125.104
     0.539250      158.413
     0.539385      241.180
     0.539520      938.512
     0.539654      26.2611
     0.539789      124.394
     0.539924      852.583
     0.540059      59.6601
     0.540194      69.1232
     0.540329      115.216
     0.540464      13.7083
     0.540600      17.2651
     0.540735      1040.29
     0.540870      25.0537
     0.541005      144.649
     0.541140      757.448
     0.541276      27.2362
     0.541411      41.4225
     0.541546      384.074
     0.541682      1378.96
     0.541817      916.832
     0.541953      31.1870
     0.542088      106.430
     0.542224      81.4083
     0.542359      323.292
     0.542495      21.8303
     0.542630      204.711
     0.542766      18.3190
     0.542902      14.6170
     0.543037      34.2668
     0.543173      410.696
     0.543309      47.6468
     0.543445      227.269
     0.543581      103.621
     0.543717      62.5784
     0.543852      59.7361
     0.543988      119.838
     0.544124      151.024
     0.544260      174.532
     0.544397      60.6073
     0.544533      12.3417
     0.544669      126.758
     0.544805      24.6306
     0.544941      158.984
     0.545077      31.3464
     0.545214      1072.10
     0.545350      33.9005
     0.545486      112.171
     0.545623      28.4791
     0.545759      192.629
     0.545896      44.8572
     0.546032      20.2096
     0.546169      75.3321
     0.546305      69.3109
     0.546442      465.185
     0.546578      19.1911
     0.546715      40.2073
     0.546852      20.5851
     0.546988      22.4836
     0.547125      209.245
     0.547262      10.6735
     0.547399      41.8990
     0.547535      103.121
     0.547672      11.2841
     0.547809      15.8817
     0.547946      58.7948
     0.548083      19.7773
     0.548220      29.8692
     0.548357      56.8256
     0.548494      33.9970
     0.548631      18.7504
     0.548769      36.2257
     0.548906      154.264
     0.549043      24.8992
     0.549180      108.053
     0.549318      818.889
     0.549455      257.983
     0.549592      1262.01
     0.549730      24.2754
     0.549867      3498.07
     0.550005      247.010
     0.550142      166.553
     0.550280      24.8646
     0.550417      685.741
     0.550555      182.090
     0.550692      207.058
     0.550830      155.459
     0.550968      1011.32
     0.551106      56.6855
     0.551243      17.5815
     0.551381      27.6438
     0.551519      613.796
     0.551657      12.9799
     0.551795      12.9679
     0.551933      127.787
     0.552071      14.4498
     0.552209      42.1661
     0.552347      19.0069
     0.552485      181.518
     0.552623      15.4865
     0.552761      114.921
     0.552899      27.8101
     0.553038      37.2250
     0.553176      12.6812
     0.553314      72.5969
     0.553452      31.8851
     0.553591      54.3046
     0.553729      150.618
     0.553868      2514.32
     0.554006      410.874
     0.554145      230.877
     0.554283      449.965
     0.554422      11.4368
     0.554560      97.3644
     0.554699      39.2829
     0.554838      1291.42
     0.554976      10.3420
     0.555115      131.643
     0.555254      123.271
     0.555393      207.881
     0.555532      74.3192
     0.555670      1085.05
     0.555809      2323.33
     0.555948      758.739
     0.556087      20.8155
     0.556226      17.6041
     0.556365      84.5854
     0.556504      35.4473
     0.556644      5.55470
     0.556783      114.651
     0.556922      17.4416
     0.557061      792.703
     0.557200      768.240
     0.557340      1455.10
     0.557479      17.3227
     0.557618      288.480
     0.557758      78.9310
     0.557897      749.441
     0.558037      126.616
     0.558176      62.2520
     0.558316      126.276
     0.558455      18.1732
     0.558595      42.9884
     0.558735      4437.65
     0.558874      114.359
     0.559014      31.0615
     0.559154      24.5778
     0.559294      176.166
     0.559433      351.740
     0.559573      1250.89
     0.559713      81.5202
     0.559853      31.5465
     0.559993      193.817
     0.560133      1882.90
     0.560273      96.0075
     0.560413      405.578
     0.560553      58.3656
     0.560693      1491.84
     0.560834      25.2384
     0.560974      959.901
     0.561114      508.153
     0.561254      583.726
     0.561395      30.4362
     0.561535      2033.21
     0.561675      45.4128
     0.561816      82.7545
     0.561956      130.100
     0.562097      43.8444
     0.562237      29.3088
     0.562378      34.3488
     0.562518      63.7175
     0.562659      32.2260
     0.562800      9.75211
     0.562940      19.9426
     0.563081      61.8243
     0.563222      51.7285
     0.563363      142.475
     0.563504      36.5758
     0.563644      52.9898
     0.563785      35.8718
     0.563926      803.874
     0.564067      66.4298
     0.564208      181.085
     0.564349      26.6026
     0.564490      247.153
     0.564632      379.478
     0.564773      47.8416
     0.564914      558.604
     0.565055      612.079
     0.565196      21.8481
     0.565338      96.8325
     0.565479      94.7563
     0.565620      44.1040
     0.565762      430.682
     0.565903      82.2606
     0.566045      39.1212
     0.566186      19.0772
     0.566328      133.184
     0.566469      1144.32
     0.566611      160.137
     0.566753      233.600
     0.566894      17.1887
     0.567036      20.8306
     0.567178      17.3736
     0.567320      105.201
     0.567461      180.249
     0.567603      12.4084
     0.567745      301.056
     0.567887      46.7672
     0.568029      13.3203
     0.568171      60.4274
     0.568313      18.1202
     0.568455      167.746
     0.568597      8.68256
     0.568739      43.1560
     0.568882      16.9371
     0.569024      92.8158
     0.569166      137.799
     0.569308      15.8551
     0.569451      22.0715
     0.569593      43.6975
     0.569736      12.9666
     0.569878      139.996
     0.570020      570.476
     0.570163      301.626
     0.570305      91.5090
     0.570448      27.1126
     0.570591      66.8582
     0.570733      763.243
     0.570876      65.3661
     0.571019      11.4295
     0.571161      38.4233
     0.571304      42.2837
     0.571447      14.1945
     0.571590      49.0043
     0.571733      114.578
     0.571876      48.0193
     0.572019      7034.02
     0.572162      52.5545
     0.572305      12.7082
     0.572448      291.352
     0.572591      993.807
     0.572734      77.2428
     0.572877      8.21615
     0.573021      27.6278
     0.573164      16.3244
     0.573307      116.339
     0.573450      15.1845
     0.573594      85.0377
     0.573737      7.12410
     0.573881      163.513
     0.574024      97.1312
     0.574168      570.725
     0.574311      24.7241
     0.574455      7.84430
     0.574598      20.7849
     0.574742      81.0801
     0.574886      1055.92
     0.575029      278.273
     0.575173      19.7169
     0.575317      1094.32
     0.575461      35.3365
     0.575605      21.3724
     0.575749      30.2415
     0.575892      33.4004
     0.576036      8475.49
     0.576180      82.5333
     0.576324      1242.84
     0.576469      20.6267
     0.576613      30.7186
     0.576757      743.708
     0.576901      45.7250
     0.577045      39.3183
     0.577189      234.433
     0.577334      397.741
     0.577478      27.9822
     0.577622      52.1277
     0.577767      115.654
     0.577911      43.6512
     0.578056      25.4029
     0.578200      132.895
     0.578345      29.5629
     0.578489      21.4095
     0.578634      26.2636
     0.578779      9.38478
     0.578923      534.708
     0.579068      15.3948
     0.579213      516.030
     0.579358      9.87984
     0.579503      9.52415
     0.579647      332.288
     0.579792      218.600
     0.579937      16.4779
