id	V-score	VL-score	db	name
PF04612.18			Pfam	Type II secretion system (T2SS), protein M
PF04620.19			Pfam	Flagellar filament outer layer protein Flaa
PF04686.19			Pfam	Streptomyces sporulation and cell division protein, SsgA
PF04717.19			Pfam	Type VI secretion system/phage-baseplate injector OB domain
PF04888.18			Pfam	Secretion system effector C (SseC) like family
PF05015.19			Pfam	RelE-like toxin of type II toxin-antitoxin system HigB
PF05016.22			Pfam	ParE toxin of type II toxin-antitoxin system, parDE
PF05108.19			Pfam	Type VII secretion system ESX-1, transport TM domain B
PF05134.20			Pfam	Type II secretion system (T2SS), protein L
PF05149.18			Pfam	Paraflagellar rod protein
PF05272.18			Pfam	Virulence-associated protein E-like domain
PF05364.20			Pfam	Salmonella type III secretion SopE effector N-terminus
PF05394.17			Pfam	Avirulence protein
PF05400.19			Pfam	Flagellar protein FliT
PF05422.18			Pfam	Stress-activated map kinase interacting protein 1 (SIN1)
PF05526.17			Pfam	Rhodococcus equi virulence-associated protein
PF05563.19			Pfam	Salmonella plasmid virulence protein SpvD
PF05591.18			Pfam	Type VI secretion system, VipA, VC_A0107 or Hcp2
PF05627.17			Pfam	Cleavage site for pathogenic type III effector avirulence factor Avr
PF05638.19			Pfam	Type VI secretion system effector, Hcp
PF05655.17			Pfam	Pseudomonas avirulence D protein (AvrD)
PF05802.16			Pfam	SPI-2 type 3 secretion system translocon protein SctB
PF05860.20			Pfam	TPS secretion domain
PF05925.18			Pfam	Enterobacterial virulence protein IpgD
PF05936.18			Pfam	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE
PF05947.18			Pfam	Type VI secretion system, TssF
PF05977.20			Pfam	Transmembrane secretion effector
PF06057.18			Pfam	Bacterial virulence protein (VirJ)
PF06257.18			Pfam	Biofilm formation stimulator VEG
PF06289.17			Pfam	Flagellar and Swarming motility proteins
PF06296.19			Pfam	RelE toxin of RelE / RelB toxin-antitoxin system
PF06366.20			Pfam	Flagellar protein FlhE
PF06429.19			Pfam	Flagellar basal body rod FlgEFG protein C-terminal
PF06511.17			Pfam	Type III secretion systems tip complex components
PF06558.18			Pfam	Secretion monitor precursor protein (SecM)
PF06635.17			Pfam	Type 3 secretion system stator protein
PF06686.17			Pfam	Stage III sporulation protein AC/AD protein family
PF06744.19			Pfam	Type VI secretion protein IcmF C2-like domain
PF06755.18			Pfam	CbtA_toxin of type IV toxin-antitoxin system
PF06769.21			Pfam	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06812.18			Pfam	ImpA, N-terminal, type VI secretion system
PF06825.18			Pfam	Heat shock factor binding protein 1
PF06898.17			Pfam	Putative stage IV sporulation protein YqfD
PF06986.17			Pfam	F-type Type IV secretion system, TraN
PF06996.17			Pfam	Type VI secretion, TssG
PF07195.18			Pfam	Flagellar hook-associated protein 2 C-terminus
PF07228.18			Pfam	Stage II sporulation protein E (SpoIIE)
PF07240.17			Pfam	Stress-inducible humoral factor Turandot
PF07254.18			Pfam	Membrane-bound toxin component of toxin-antitoxin system
PF07309.17			Pfam	Flagellar protein FlaF
PF07321.18			Pfam	Type III secretion protein YscO
PF07378.17			Pfam	Flagellar protein FlbT
PF07451.18			Pfam	Stage V sporulation protein AD (SpoVAD)
PF07454.19			Pfam	Stage II sporulation protein P (SpoIIP)
PF07520.17			Pfam	Virulence factor SrfB
PF07559.20			Pfam	Flagellar basal body protein FlaE D2 domain
PF07712.19			Pfam	Stress up-regulated Nod 19
PF07876.19			Pfam	Stress responsive A/B Barrel Domain
PF07927.18			Pfam	HicA toxin of bacterial toxin-antitoxin,
PF07996.17			Pfam	Type IV secretion system proteins
PF08178.17			Pfam	GnsA/GnsB toxin of bacterial toxin-antitoxin system
PF08183.17			Pfam	Stage V sporulation protein family
PF08334.17			Pfam	Type II secretion system (T2SS), protein G
PF08345.18			Pfam	Flagellar M-ring protein C-terminal
PF08486.16			Pfam	Stage II sporulation protein
PF08769.18			Pfam	Sporulation initiation factor Spo0A C terminal
PF08817.17			Pfam	WXG100 protein secretion system (Wss), protein YukD
PF08845.16			Pfam	Toxin SymE, type I toxin-antitoxin system
PF08970.16			Pfam	Sporulation inhibitor A
PF08988.16			Pfam	Type III secretion system, cytoplasmic E component of needle
PF09392.16			Pfam	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF
PF09474.16			Pfam	Type III secretion system YscX (type_III_YscX)
PF09475.17			Pfam	Dot/Icm secretion system protein (dot_icm_IcmQ)
PF09480.16			Pfam	Type III secretion system protein PrgH-EprH (PrgH)
PF09482.16			Pfam	Bacterial type III secretion apparatus protein (OrgA_MxiK)
PF09483.16			Pfam	Type III secretion protein (HpaP)
PF09486.16			Pfam	Bacterial type III secretion protein (HrpB7)
PF09487.16			Pfam	Bacterial type III secretion protein (HrpB2)
PF09501.16			Pfam	Probable sporulation protein (Bac_small_yrzI)
PF09502.16			Pfam	Bacterial type III secretion protein (HrpB4)
PF09546.16			Pfam	Stage III sporulation protein AE (spore_III_AE)
PF09547.17			Pfam	Stage IV sporulation protein A, ATPase domain
PF09548.16			Pfam	Stage III sporulation protein AB (spore_III_AB)
PF09551.16			Pfam	Stage II sporulation protein R (spore_II_R)
PF09560.16			Pfam	Sporulation protein YunB (Spo_YunB)
PF09577.16			Pfam	Sporulation protein YpjB (SpoYpjB)
PF09579.16			Pfam	Sporulation protein YtfJ (Spore_YtfJ)
PF09580.16			Pfam	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)
PF09581.17			Pfam	Stage III sporulation protein AF (Spore_III_AF)
PF09613.17			Pfam	Bacterial type III secretion protein (HrpB1_HrpK)
PF09691.16			Pfam	Type II secretion system pilotin lipoprotein (PulS_OutS)
PF09850.15			Pfam	Type VI secretion system protein DotU
PF09857.15			Pfam	Putative toxin of bacterial toxin-antitoxin pair
PF09859.16			Pfam	Oxygenase, catalysing oxidative methylation of damaged DNA
PF09867.15			Pfam	TagF N-terminal domain, Type VI secretion system-associated
PF09907.16			Pfam	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system
PF10139.15			Pfam	Putative bacterial virulence factor
PF10140.16			Pfam	WXG100 protein secretion system (Wss), protein YukC
PF10144.16			Pfam	Bacterial virulence factor haemolysin
PF10379.15			Pfam	Virulence protein nec1
PF10498.15			Pfam	Intra-flagellar transport protein 57
PF10614.15			Pfam	Type VIII secretion system (T8SS), CsgF protein
PF10625.15			Pfam	Universal stress protein B (UspB)
PF10646.15			Pfam	Sporulation and spore germination
PF10661.15			Pfam	WXG100 protein secretion system (Wss), protein EssA
PF10684.15			Pfam	Putative biofilm-dependent modulation protein
PF10685.15			Pfam	Stress-induced bacterial acidophilic repeat motif
PF10741.15			Pfam	Type II secretion system (T2SS), protein M subtype b
PF10747.15			Pfam	Sporulation inhibitor of replication protein SirA
PF10798.14			Pfam	Biofilm development protein YmgB/AriR
PF10799.13			Pfam	Biofilm formation protein (YliH/bssR)
PF10824.15			Pfam	Excreted virulence factor EspC, type VII ESX diderm
PF10957.14			Pfam	Sporulation protein Cse60
PF11036.13			Pfam	Virulence promoting factor
PF11160.14			Pfam	Hypervirulence associated proteins TUDOR domain
PF11181.14			Pfam	Heat induced stress protein YflT domain
PF11202.15			Pfam	Tellurite-like stress resistance cysteine protease StiP
PF11203.14			Pfam	Putative type VII ESX secretion system translocon, EccE
PF11319.14			Pfam	Type VI secretion system VasI, EvfG, VC_A0118
PF11327.14			Pfam	Egh16-like virulence factor
PF11356.15			Pfam	Type II secretion system protein C
PF11393.15			Pfam	Type-IV b secretion system, inner-membrane complex component
PF11529.15			Pfam	Melampsora lini avirulence protein AvrL567-A
PF11612.14			Pfam	Type II secretion system (T2SS), protein J
PF11663.15			Pfam	Toxin with endonuclease activity, of toxin-antitoxin system
PF11751.15			Pfam	Type IX secretion system membrane protein PorP/SprF
PF11846.15			Pfam	Virulence factor membrane-bound polymerase, C-terminal
PF11903.15			Pfam	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF11927.15			Pfam	Haem-dependent oxidative N-demethylase, alpha subunit-like
PF12116.15			Pfam	Stage III sporulation protein D
PF12150.15			Pfam	Cytosolic motility protein
PF12164.14			Pfam	Stage V sporulation protein AA
PF12202.15			Pfam	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12262.15			Pfam	Bacterial virulence factor lipase N-terminal
PF12293.14			Pfam	Putative outer membrane core complex of type IVb secretion
PF12317.14			Pfam	Intraflagellar transport complex B protein 46 C terminal
PF12441.15			Pfam	CopG antitoxin of type II toxin-antitoxin system
PF12468.15			Pfam	Type III secretion system leucine rich repeat protein
PF12486.14			Pfam	Type VI secretion system, EvfB, or VasL
PF12528.14			Pfam	Type II secretion prepilin peptidase dependent protein C
PF12608.14			Pfam	Type IVb secretion, IcmS, effector-recruitment
PF12611.14			Pfam	Putative flagellar
PF12703.12			Pfam	Toxin of toxin-antitoxin type 1 system
PF12734.13			Pfam	Cysteine-rich TM module stress tolerance
PF12790.14			Pfam	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12910.14			Pfam	Antitoxin of toxin-antitoxin, RelE / RelB, TA system
PF12945.13			Pfam	Flagellar protein YcgR
PF13296.12			Pfam	Putative type VI secretion system Rhs element Vgr
PF13310.12			Pfam	Virulence protein RhuM family
PF13327.12			Pfam	Type III secretion system subunit
PF13753.13			Pfam	Putative flagellar system-associated repeat
PF13769.12			Pfam	Virulence factor
PF13782.12			Pfam	Stage V sporulation protein AB
PF13939.12			Pfam	Toxin TisB, type I toxin-antitoxin system
PF13940.12			Pfam	Toxin Ldr, type I toxin-antitoxin system
PF13955.12			Pfam	Toxin Fst, type I toxin-antitoxin system
PF13956.12			Pfam	Toxin Ibs, type I toxin-antitoxin system
PF13957.12			Pfam	Toxin YafO, type II toxin-antitoxin system
PF13958.13			Pfam	Toxin ToxN, type III toxin-antitoxin system
PF14034.12			Pfam	Sporulation protein YtrH
PF14069.12			Pfam	Stage VI sporulation protein F
PF14070.12			Pfam	Putative motility protein
PF14097.12			Pfam	Stage V sporulation protein AE1
PF14113.13			Pfam	Type VI secretion system (T6SS), amidase effector protein 4
PF14147.12			Pfam	Sporulation protein YhaL
PF14171.12			Pfam	Toxin SpoIISA, type II toxin-antitoxin system
PF14185.12			Pfam	Antitoxin SpoIISB, type II toxin-antitoxin system
PF14349.12			Pfam	Motility related/secretion protein
PF14384.13			Pfam	BrnA antitoxin of type II toxin-antitoxin system
PF14571.12			Pfam	Stress-induced protein Di19, C-terminal
PF14620.13			Pfam	YpeB sporulation, PepSY1 and PepSY2 domains
PF14682.12			Pfam	Sporulation initiation phospho-transferase B, C-terminal
PF14769.12			Pfam	Flagellar C1a complex subunit C1a-32
PF14874.13			Pfam	Flagellar-associated PapD-like
PF14931.12			Pfam	Intraflagellar transport complex B, subunit 20
PF15284.12			Pfam	Phage-encoded virulence factor
PF15305.12			Pfam	Intraflagellar transport protein 43
PF15407.13			Pfam	Sporulation protein family 7
PF15731.12			Pfam	Antitoxin component of bacterial toxin-antitoxin system, MqsA
PF15738.12			Pfam	Bacterial toxin of type II toxin-antitoxin system, YafQ
PF15781.13			Pfam	ParE-like toxin of type II bacterial toxin-antitoxin system
PF15905.11			Pfam	Hyaluronan mediated motility receptor N-terminal
PF15908.11			Pfam	Hyaluronan mediated motility receptor C-terminal
PF15919.12			Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system
PF15939.11			Pfam	Putative antitoxin of bacterial toxin-antitoxin system
PF15950.11			Pfam	Putative sperm flagellar membrane protein
PF15970.11			Pfam	HicB_like antitoxin of bacterial toxin-antitoxin system
PF16537.12			Pfam	Type II secretion system protein B
PF16538.12			Pfam	Flagellar assembly protein T, C-terminal domain
PF16539.11			Pfam	Flagellar assembly protein T, middle domain
PF16548.11			Pfam	Flagellar assembly protein T, N-terminal domain
PF16549.11			Pfam	Type II secretion system (T2SS) pilotin, S protein
PF16583.12			Pfam	Zinc-regulated secreted antivirulence protein C-terminal domain
PF16695.11			Pfam	Type VI secretion system (T6SS), amidase immunity protein
PF16810.11			Pfam	RXLR phytopathogen effector protein, Avirulence activity
PF16829.11			Pfam	Avirulence protein ATR13, RxLR effector
PF16847.11			Pfam	Avirulence AvrPtoB, BAK1-binding domain
PF16848.11			Pfam	Substrate of the Dot/Icm secretion system, putative
PF16937.11			Pfam	Type III secretion system translocator protein, HrpF
PF16973.11			Pfam	Flagellar motor switch protein FliN N-terminal
PF16989.11			Pfam	Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ
PF17001.11			Pfam	Type III secretion basal body protein I, YscI, HrpB, PscI
PF17116.12			Pfam	Type 9 secretion system plug protein 1st domain
PF17216.10			Pfam	Rrp44-like cold shock domain
PF17418.8			Pfam	Sporulation delaying protein SdpA
PF17423.7			Pfam	Swarming motility protein
PF17525.9			Pfam	Lysogeny maintenance protein PflM
PF17541.8			Pfam	Type VI secretion system, TssC, VipB
PF17555.8			Pfam	Type VI secretion system, TssN
PF17561.8			Pfam	Type VI secretion system, TssO
PF17722.7			Pfam	Intraflagellar transport-associated protein
PF17735.8			Pfam	Biofilm surface layer A
PF17849.8			Pfam	Dis3-like cold-shock domain 2 (CSD2)
PF17876.8			Pfam	Cold shock domain
PF18270.6			Pfam	Virulence factor Evf
PF18286.7			Pfam	Type III secretion system ExsE
PF18383.7			Pfam	Intraflagellar transport 81 calponin homology domain
PF18661.7			Pfam	Avirulence Effector AvrLm4-7
PF18895.6			Pfam	Type IV secretion system pilin
PF18962.7			Pfam	Secretion system C-terminal sorting domain
PF19568.6			Pfam	Sporulation stage III, protein AA
PF19572.6			Pfam	Type IX secretion system protein PorV
PF19732.5			Pfam	Stage II sporulation protein E N-terminal
PF19841.5			Pfam	Gliding motility associated protein GldN
PF19937.5			Pfam	Gliding motility-associated protein GldC-like
PF20232.4			Pfam	C-terminal domain of Type VI secretion system FHA protein
PF20250.4			Pfam	Flagellar Assembly Protein A N-terminal region
PF20438.4			Pfam	Stage IV sporulation protein A, middle domain
PF20439.4			Pfam	Sporulation stage IV protein A, C-terminal
PF20560.4			Pfam	Motility protein A N-terminal
PF20894.3			Pfam	Small heat shock protein Tsp36, N-terminal domain
PF20898.2			Pfam	P-type Type IV secretion system, TraN
PF21070.3			Pfam	Type VI secretion protein IcmF helical domain
PF21158.4			Pfam	Flagellar hook-associated protein 1, D2-like domain
PF21159.4			Pfam	Flagellar hook-associated protein 1, D3 domain
PF21178.3			Pfam	Intraflagellar transport protein 52, C-terminal domain
PF21277.3			Pfam	Type VI secretion system spike protein VgrG3-like, C-terminal
PF21304.3			Pfam	SPI-1 type 3 secretion system secretin, N0 domain
PF21421.3			Pfam	Avirulence protein ATR1, WY-domain
PF21464.3			Pfam	Flagellar hook protein FlgE, D3 domain
PF21535.3			Pfam	Uncharacterized motility-related protein HVO_2248
PF21545.4			Pfam	T7SS, ESX-1 secretion system protein EccA1, N-terminal domain
PF21610.3			Pfam	Flagellar protein FlgA, N-terminal domain-like
PF21687.4			Pfam	Type II secretion system (T2SS), protein K
PF21856.3			Pfam	ESX-1 secretion-associated protein EspB, PPE domain
PF22044.2			Pfam	Sporulation protein 24
PF22201.3			Pfam	Conserved flagellar protein F, immunoglobulin-like domain
PF22211.3			Pfam	Type six secretion immunity 3 domain
PF22347.2			Pfam	Avirulence protein AvrPiz-t
PF22367.2			Pfam	Flagellar hook protein FlgE, third domain
PF22438.3			Pfam	Flagellar protein FlgA,  HotDog domain-like
PF22510.2			Pfam	Flagellar biosynthesis protein FlhF, N domain
PF22638.2			Pfam	Flagellar hook-associated protein FlgK helical domain
PF22692.2			Pfam	Flagellar hook protein FlgE/F/G D1 domain
PF23456.2			Pfam	Cold shock domain-containing protein E1 CSD domain
PF24687.2			Pfam	Type III Secretion system protein OrgC
PF25218.2			Pfam	Type VI secretion system effector TseH-like
PF25593.2			Pfam	Gliding motility lipoprotein GldD
PF25594.2			Pfam	Gliding motility protein GldB
PF26137.1			Pfam	Sporulation delaying protein family toxin
PF26323.1			Pfam	Staphylococcus aureus type VII secretion system substrate EsxC
PF26324.1			Pfam	Type III secretion system effector HopBF1 kinase domain
PF26347.1			Pfam	Sporulation membrane protein YtrI family
phrog_10856	0.51	1.707570176	PHROG	sporulation protein
phrog_11726	1.09	2.037426498	PHROG	sporulation stage III protein D
phrog_16152	0.13	1.113943352	PHROG	Hsp70 heat shock protein
phrog_16914	2.29	2.359835482	PHROG	sporulation protein
phrog_19414	0.01	0.0	PHROG	antitoxin from a toxin-antitoxin system
phrog_2268	0.99	1.995635195	PHROG	antitoxin from a toxin-antitoxin system
phrog_258	0.88	1.944482672	PHROG	virulence associated
phrog_3402	0.32	1.505149978	PHROG	antitoxin from a toxin-antitoxin system
phrog_35646	4.54	2.657055853	PHROG	sporulation protein
phrog_36746	2.92	2.465382851	PHROG	antitoxin from a toxin-antitoxin system
phrog_4052	0.09	0.954242509	PHROG	PAGK virulence factor
phrog_432	10.0	3.388101202	PHROG	Hsp20 heat shock protein
phrog_4681	10.0	3.006037955	PHROG	antitoxin from a toxin-antitoxin system
phrog_4692	2.72	2.434568904	PHROG	antitoxin from a toxin-antitoxin system
phrog_497	10.0	3.363799945	PHROG	toxin-antitoxin system HicB-like
phrog_6494	0.15	1.176091259	PHROG	antitoxin from a toxin-antitoxin system
phrog_6929	0.44	1.643452676	PHROG	universal stress protein
phrog_729	10.0	3.129689892	PHROG	cold shock protein
phrog_8458	0.43	1.633468456	PHROG	flagellar protein
phrog_8945	0.18	1.255272505	PHROG	stringent starvation protein Sspb-like
HMMsoil100657			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil103890			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil108431			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil10942			FOAM	spoIIE; stage II sporulation protein E [EC:3.1.3.16]
HMMsoil110627			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil110854			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil111701			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil116777			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil122706			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]; pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil124510			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil125257			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil128267			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil131864			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil134514			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil134683			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil136616			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil14102			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil14521			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil15922			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil1788			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil18301			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil19182			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil19435			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil21108			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil21202			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]; pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil25992			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil26463			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil29392			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil30196			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil30377			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil30513			FOAM	impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil31083			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil33788			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil36390			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil36915			FOAM	MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil418			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil42415			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil44856			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil45076			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil46771			FOAM	impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil48758			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil4916			FOAM	gspO; general secretion pathway protein O [EC:3.4.23.43] [EC:2.1.1.-]
HMMsoil50107			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil52245			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil5270			FOAM	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]; impN; type VI secretion system protein ImpN [EC:2.7.11.1]
HMMsoil53103			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil54391			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil55161			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil5554			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil58358			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil59664			FOAM	JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]; P38; p38 MAP kinase [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil6054			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK4_6; mitogen-activated protein kinase 4/6 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
HMMsoil62024			FOAM	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]; MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]; MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
HMMsoil62030			FOAM	SPS1; sporulation-specific protein 1 [EC:2.7.11.1]
HMMsoil62456			FOAM	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]; SMK1; sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
