id	name	V-score	VL-score	db	genomad_plasmid_marker
PF09657.14	CRISPR-associated protein Csx8 (Cas_Csx8)	0.02	0.301029996	Pfam	False
PF06023.16	CRISPR-associated exonuclease Csa1	0.02	0.301029996	Pfam	False
PF12293.12	Putative outer membrane core complex of type IVb secretion	0.02	0.301029996	Pfam	True
PF09673.14	Type-F conjugative transfer system pilin assembly protein	0.02	0.301029996	Pfam	True
PF20552.2	Recombinase-like helix-turn-helix domain	0.02	0.301029996	Pfam	False
PF10723.13	Replication regulatory protein RepB	0.02	0.301029996	Pfam	True
PF18320.5	Csc2 Crispr	0.02	0.301029996	Pfam	False
PF04720.16	PDDEXK-like family of unknown function	0.02	0.301029996	Pfam	False
PF05261.15	TraM protein, DNA-binding	0.02	0.301029996	Pfam	True
PF14639.10	Holliday-junction resolvase-like of SPT6	0.02	0.301029996	Pfam	False
PF09670.14	CRISPR-associated protein (Cas_Cas02710)	0.02	0.301029996	Pfam	False
PF09677.14	Type-F conjugative transfer system protein (TrbI_Ftype)	0.01	0.0	Pfam	True
PF03221.20	Tc5 transposase DNA-binding domain	0.01	0.0	Pfam	False
PF05472.15	DNA replication terminus site-binding protein (Ter protein)	0.01	0.0	Pfam	True
PF05513.15	TraA	0.01	0.0	Pfam	True
PF12477.12	Sex factor F TraW protein N terminal	0.01	0.0	Pfam	True
PF21802.1	CRISPR-associated Cas3 subtype I-F/YPEST-like, C-terminal domain	0.01	0.0	Pfam	False
PF09679.14	Type-F conjugative transfer system pilin chaperone (TraQ)	0.01	0.0	Pfam	True
PF04837.16	MbeB-like, N-term conserved region	0.01	0.0	Pfam	True
PF21804.1	Transposase protein	0.01	0.0	Pfam	False
PF07296.15	TraP protein	0.01	0.0	Pfam	True
PF02402.20	Lysis protein	0.01	0.0	Pfam	True
PF20700.1	Mutator-like transposase	0.01	0.0	Pfam	False
PF13729.10	F plasmid transfer operon, TraF, protein	0.01	0.0	Pfam	True
PF10136.13	Site-specific recombinase	0.01	0.0	Pfam	False
PF13009.10	Putative integrase	0.01	0.0	Pfam	False
PF15637.10	HNH/Endo VII superfamily nuclease toxin with a HHH motif	0.01	0.0	Pfam	False
PF09455.14	CRISPR-associated (Cas) DxTHG family	0.01	0.0	Pfam	False
PF21574.1	CRISPR-associated endonuclease Cas9, C-terminal domain	0.01	0.0	Pfam	False
PF20898.1	P-type Type IV secretion system, TraN	0.01	0.0	Pfam	False
PF03538.18	Salmonella virulence plasmid 28.1kDa A protein	0.01	0.0	Pfam	False
PF18064.5	Centromere-binding protein ParB C-terminal	0.01	0.0	Pfam	False
PF01905.20	CRISPR-associated negative auto-regulator DevR/Csa2	0.01	0.0	Pfam	False
PF21497.1	Conjugal transfer protein-like, C-terminal domain	0.01	0.0	Pfam	True
PF09700.14	CRISPR-associated protein (Cas_Cmr3)	0.01	0.0	Pfam	False
PF16813.9	CRISPR-associated protein Csn2 subfamily St	0.01	0.0	Pfam	False
phrog_216	integrase	10.0	4.618738233	PHROG	False
phrog_1	integrase	10.0	4.578306773	PHROG	False
phrog_59	HNH endonuclease	10.0	4.349995899	PHROG	False
phrog_620	ParB-like partition protein	10.0	4.316431669	PHROG	False
phrog_95	integrase	10.0	4.311986835	PHROG	False
phrog_99	HNH endonuclease	10.0	4.287980784	PHROG	False
phrog_144	HNH endonuclease	10.0	4.254040258	PHROG	False
phrog_959	HNH endonuclease	10.0	4.224222186	PHROG	False
phrog_8071	ParB-like partition protein	10.0	4.212374071	PHROG	False
phrog_1492	HNH endonuclease	10.0	4.190387733	PHROG	False
phrog_119	HNH endonuclease	10.0	4.183952786	PHROG	False
phrog_4578	HNH endonuclease	10.0	4.166311681	PHROG	False
phrog_140	RusA-like Holliday junction resolvase	10.0	4.108091236	PHROG	False
phrog_15396	ParB-like partition nuclease	10.0	4.106632789	PHROG	False
phrog_18056	ParB-like partition nuclease	10.0	4.047313816	PHROG	False
phrog_3377	HNH endonuclease	10.0	4.042417988	PHROG	False
phrog_2081	HNH endonuclease	10.0	4.042299807	PHROG	False
phrog_826	HNH endonuclease	10.0	4.007150105	PHROG	False
phrog_3593	HNH endonuclease	10.0	3.95679252	PHROG	False
phrog_314	homing endonuclease	10.0	3.945222317	PHROG	False
phrog_6254	HNH endonuclease	10.0	3.91603261	PHROG	False
phrog_97	UvsX-like recombinase	10.0	3.909235003	PHROG	False
phrog_374	HNH endonuclease	10.0	3.884398826	PHROG	False
phrog_953	HNH endonuclease	10.0	3.875466416	PHROG	False
phrog_723	ParB-like partition protein	10.0	3.834992604	PHROG	False
phrog_2323	HNH endonuclease	10.0	3.792951708	PHROG	False
phrog_506	transposase	10.0	3.792461731	PHROG	False
phrog_4715	ParB-like partition protein	10.0	3.778802204	PHROG	False
phrog_589	HNH endonuclease	10.0	3.767749367	PHROG	False
phrog_3264	ParB-like partition protein	10.0	3.74694541	PHROG	False
phrog_34	RusA-like Holliday junction resolvase	10.0	3.740046724	PHROG	False
phrog_310	transposase	10.0	3.738384124	PHROG	False
phrog_190	Holliday junction resolvase	10.0	3.737431201	PHROG	False
phrog_333	HNH endonuclease	10.0	3.736316808	PHROG	False
phrog_1314	HNH endonuclease	10.0	3.71432976	PHROG	False
phrog_2214	HNH endonuclease	10.0	3.703119346	PHROG	False
phrog_7168	homing endonuclease	10.0	3.688953463	PHROG	False
phrog_12300	transposase	10.0	3.685831275	PHROG	False
phrog_244	RusA-like Holliday junction resolvase	10.0	3.656673046	PHROG	False
phrog_338	HNH endonuclease	10.0	3.636688448	PHROG	False
phrog_16726	HNH endonuclease	10.0	3.633266411	PHROG	False
phrog_164	ParA-like partition protein	10.0	3.619406411	PHROG	False
phrog_159	RuvC-like Holliday junction resolvase	10.0	3.616895426	PHROG	False
phrog_1770	Holliday junction resolvase	10.0	3.609807769	PHROG	False
phrog_6218	ParB-like partition protein	10.0	3.59117595	PHROG	False
phrog_2255	HNH endonuclease	10.0	3.583085366	PHROG	False
phrog_7269	integrase	10.0	3.582517884	PHROG	False
phrog_13964	transposase	10.0	3.576801896	PHROG	False
phrog_4842	HNH endonuclease	10.0	3.564192461	PHROG	False
phrog_131	HNH endonuclease	10.0	3.564073979	PHROG	False
phrog_1891	HNH endonuclease	10.0	3.529045171	PHROG	False
phrog_5956	HNH endonuclease	10.0	3.527114112	PHROG	False
phrog_2118	HNH endonuclease	10.0	3.518250651	PHROG	False
phrog_5702	Holliday junction resolvase	10.0	3.442479769	PHROG	False
phrog_5718	HNH endonuclease	10.0	3.436957331	PHROG	False
phrog_9084	homing endonuclease	10.0	3.412628521	PHROG	False
phrog_1033	ParB-like partition protein	10.0	3.401745082	PHROG	False
phrog_20891	HNH endonuclease	10.0	3.387923467	PHROG	False
phrog_21084	recombinase	10.0	3.38039216	PHROG	False
phrog_559	HNH endonuclease	10.0	3.357363031	PHROG	False
phrog_7785	HNH endonuclease	10.0	3.357363031	PHROG	False
phrog_2159	ParB-like partition protein	10.0	3.348110068	PHROG	False
phrog_14314	HNH endonuclease	10.0	3.347915187	PHROG	False
phrog_3106	HNH endonuclease	10.0	3.344588743	PHROG	False
phrog_7685	integrase	10.0	3.342817315	PHROG	False
phrog_1682	RusA-like Holliday junction resolvase	10.0	3.32674538	PHROG	False
phrog_7244	integrase	10.0	3.302114377	PHROG	False
phrog_3339	homing endonuclease	10.0	3.29907126	PHROG	False
phrog_11531	integrase	10.0	3.259832699	PHROG	False
phrog_740	HNH endonuclease	10.0	3.227886705	PHROG	False
phrog_14736	HNH endonuclease	10.0	3.223495941	PHROG	False
phrog_843	Holliday junction resolvase	10.0	3.20709554	PHROG	False
phrog_513	transposase	10.0	3.198657087	PHROG	False
phrog_655	homing endonuclease	10.0	3.183554534	PHROG	False
phrog_10822	HNH endonuclease	10.0	3.170261715	PHROG	False
phrog_1706	CRISPR/Cas system associated	10.0	3.16879202	PHROG	False
phrog_15471	HNH endonuclease	10.0	3.16879202	PHROG	False
phrog_795	partition protein ATPase	10.0	3.162265614	PHROG	False
phrog_4321	HNH endonuclease	10.0	3.127428778	PHROG	False
phrog_96	HNH endonuclease	10.0	3.120573931	PHROG	False
phrog_5123	homing endonuclease with GIY-YIG motif	10.0	3.114610984	PHROG	False
phrog_1571	HNH endonuclease	10.0	3.096562438	PHROG	False
phrog_3055	RusA-like Holliday junction resolvase	10.0	3.092720645	PHROG	False
phrog_157	transposase	10.0	3.078456818	PHROG	False
phrog_7545	HNH endonuclease	10.0	3.074084689	PHROG	False
phrog_3007	RusA-like Holliday junction resolvase	10.0	3.072617477	PHROG	False
phrog_2685	partition protein ATPase	10.0	3.068185862	PHROG	False
phrog_35854	HNH endonuclease	10.0	3.043755127	PHROG	False
phrog_2002	Holliday junction resolvase	10.0	3.037824751	PHROG	False
phrog_10003	recombinase	10.0	3.012837225	PHROG	False
phrog_5046	HNH endonuclease	10.0	3.007747778	PHROG	False
phrog_10730	HNH endonuclease	10.0	3.000867722	PHROG	False
phrog_12305	ParB-like partition protein	9.75	2.989004616	PHROG	False
phrog_12047	ParB-like partition nuclease	9.71	2.98721923	PHROG	False
phrog_6392	ParB-like partition protein	9.32	2.969415912	PHROG	False
phrog_956	transposase	9.21	2.96425963	PHROG	False
phrog_8446	HNH endonuclease	9.21	2.96425963	PHROG	False
phrog_2577	transposase	9.08	2.958085849	PHROG	False
phrog_1381	plasmid antitoxin with HTH domain	9.03	2.95568775	PHROG	False
phrog_2199	transposase	8.87	2.94792362	PHROG	False
phrog_14161	recombinase	8.37	2.922725458	PHROG	False
phrog_18112	recombinase	7.99	2.902546779	PHROG	False
phrog_1271	HNH endonuclease	7.88	2.896526217	PHROG	False
phrog_4646	transposase	7.62	2.881954971	PHROG	False
phrog_25190	integrase	7.55	2.877946952	PHROG	False
phrog_7370	HNH endonuclease	7.51	2.875639937	PHROG	False
phrog_1985	HNH endonuclease	7.39	2.868644438	PHROG	False
phrog_8660	HNH endonuclease	7.34	2.86569606	PHROG	False
phrog_14913	HNH endonuclease	6.62	2.820857989	PHROG	False
phrog_14515	HNH endonuclease	6.59	2.818885415	PHROG	False
phrog_17283	HNH endonuclease	6.47	2.810904281	PHROG	False
phrog_23783	integrase	6.21	2.7930916	PHROG	False
phrog_6620	transposase	6.2	2.792391689	PHROG	False
phrog_691	partition protein	6.02	2.779596491	PHROG	False
phrog_10426	integrase	6.02	2.779596491	PHROG	False
phrog_4285	transposase	5.99	2.777426822	PHROG	False
phrog_15463	HNH endonuclease	5.78	2.761927838	PHROG	False
phrog_19446	homing endonuclease	5.34	2.727541257	PHROG	False
phrog_2331	transposase	5.01	2.699837726	PHROG	False
phrog_12131	homing endonuclease	5.0	2.698970004	PHROG	False
phrog_568	plasmid stability	4.53	2.656098202	PHROG	False
phrog_30377	HNH endonuclease	4.51	2.654176542	PHROG	False
phrog_9545	HNH endonuclease	4.47	2.650307523	PHROG	False
phrog_1157	transposase	4.43	2.646403726	PHROG	False
phrog_10088	homing endonuclease	4.2	2.62324929	PHROG	False
phrog_9645	HNH endonuclease	4.13	2.615950052	PHROG	False
phrog_4234	HNH endonuclease	4.1	2.612783857	PHROG	False
phrog_5749	transposase	4.07	2.609594409	PHROG	False
phrog_1808	HNH endonuclease	4.05	2.607455023	PHROG	False
phrog_12400	HNH endonuclease	3.82	2.582063363	PHROG	False
phrog_10495	HNH endonuclease	3.81	2.580924976	PHROG	False
phrog_9508	HNH endonuclease	3.77	2.57634135	PHROG	False
phrog_21721	RusA-like Holliday junction resolvase	3.76	2.575187845	PHROG	False
phrog_8463	transposase	3.67	2.564666064	PHROG	False
phrog_688	transposase	3.63	2.559906625	PHROG	False
phrog_6050	HNH endonuclease	3.51	2.545307116	PHROG	False
phrog_11688	transposase	3.41	2.532754379	PHROG	False
phrog_9019	Holliday junction resolvase	3.37	2.527629901	PHROG	False
phrog_3356	transposase	3.24	2.51054501	PHROG	False
phrog_3118	HNH endonuclease	3.06	2.485721426	PHROG	False
phrog_151	transposase	2.93	2.46686762	PHROG	False
phrog_5200	HNH endonuclease	2.93	2.46686762	PHROG	False
phrog_623	transposase	2.74	2.437750563	PHROG	False
phrog_2579	ParB C-terminal domain	2.64	2.421603927	PHROG	False
phrog_37089	recombinase	2.57	2.409933123	PHROG	False
phrog_14238	RusA-like Holliday junction resolvase	2.49	2.396199347	PHROG	False
phrog_960	HNH endonuclease	2.42	2.383815366	PHROG	False
phrog_5830	integrase	2.41	2.382017043	PHROG	False
phrog_3035	transposase	2.25	2.352182518	PHROG	False
phrog_21421	integrase	2.14	2.330413773	PHROG	False
phrog_865	HNH endonuclease	2.09	2.320146286	PHROG	False
phrog_10081	transposase	2.06	2.31386722	PHROG	False
phrog_7363	homing endonuclease	2.03	2.307496038	PHROG	False
phrog_2393	transposase	1.98	2.29666519	PHROG	False
phrog_23251	HNH endonuclease	1.93	2.285557309	PHROG	False
phrog_827	Holliday junction resolvase	1.91	2.281033367	PHROG	False
phrog_4632	RusA-like Holliday junction resolvase	1.87	2.271841607	PHROG	False
phrog_9203	RusA-like Holliday junction resolvase	1.85	2.267171728	PHROG	False
phrog_3598	transposase	1.82	2.260071388	PHROG	False
phrog_26387	ParB-like partition nuclease	1.82	2.260071388	PHROG	False
phrog_11023	homing endonuclease with LAGLIDADG motif	1.75	2.243038049	PHROG	False
phrog_10696	HNH endonuclease	1.75	2.243038049	PHROG	False
phrog_4716	transposase	1.71	2.23299611	PHROG	False
phrog_8048	HNH endonuclease	1.66	2.220108088	PHROG	False
phrog_25184	HNH endonuclease	1.63	2.212187604	PHROG	False
phrog_12598	RusA-like Holliday junction resolvase	1.62	2.209515015	PHROG	False
phrog_5389	transposase	1.57	2.195899652	PHROG	False
phrog_25061	HNH endonuclease	1.52	2.181843588	PHROG	False
phrog_13470	HNH endonuclease	1.5	2.176091259	PHROG	False
phrog_930	ParB-like partition protein	1.49	2.173186268	PHROG	False
phrog_3300	transposase	1.34	2.127104798	PHROG	False
phrog_33747	transposase	1.3	2.113943352	PHROG	False
phrog_15522	HNH endonuclease	1.23	2.089905111	PHROG	False
phrog_8828	HNH endonuclease	1.23	2.089905111	PHROG	False
phrog_11604	HNH endonuclease	1.23	2.089905111	PHROG	False
phrog_1013	transposase	1.13	2.053078443	PHROG	False
phrog_20162	HNH endonuclease	1.12	2.049218023	PHROG	False
phrog_19902	HNH endonuclease	1.12	2.049218023	PHROG	False
phrog_5411	HNH endonuclease	1.06	2.025305865	PHROG	False
phrog_9443	HNH endonuclease	1.04	2.017033339	PHROG	False
phrog_1631	transposase	1.01	2.004321374	PHROG	False
phrog_23285	HNH endonuclease	0.97	1.986771734	PHROG	False
phrog_18317	Holliday junction resolvase	0.93	1.968482949	PHROG	False
phrog_24751	HNH endonuclease	0.93	1.968482949	PHROG	False
phrog_12434	HNH endonuclease	0.91	1.959041392	PHROG	False
phrog_2262	transposase	0.84	1.924279286	PHROG	False
phrog_28142	HNH endonuclease	0.84	1.924279286	PHROG	False
phrog_22048	HNH endonuclease	0.82	1.913813852	PHROG	False
phrog_7951	transposase	0.79	1.897627091	PHROG	False
phrog_1146	ParB-like partition protein	0.78	1.892094603	PHROG	False
phrog_10378	HNH endonuclease	0.78	1.892094603	PHROG	False
phrog_16016	HNH endonuclease	0.77	1.886490725	PHROG	False
phrog_36860	HNH endonuclease	0.74	1.86923172	PHROG	False
phrog_720	transposase	0.73	1.86332286	PHROG	False
phrog_25862	HNH endonuclease	0.73	1.86332286	PHROG	False
phrog_33760	HNH endonuclease	0.71	1.851258349	PHROG	False
phrog_10820	HNH endonuclease	0.7	1.84509804	PHROG	False
phrog_17698	transposase	0.69	1.838849091	PHROG	False
phrog_11704	transposase	0.67	1.826074803	PHROG	False
phrog_1723	recombinase	0.58	1.763427994	PHROG	False
phrog_22514	HNH endonuclease	0.57	1.755874856	PHROG	False
phrog_2422	transposase	0.52	1.716003344	PHROG	False
phrog_34723	integrase	0.52	1.716003344	PHROG	False
phrog_6591	Holliday junction resolvase	0.52	1.716003344	PHROG	False
phrog_3875	RuvC-like Holliday junction resolvase	0.49	1.69019608	PHROG	False
phrog_34557	integrase	0.47	1.672097858	PHROG	False
phrog_24148	HNH endonuclease	0.47	1.672097858	PHROG	False
phrog_1191	transposase	0.42	1.62324929	PHROG	False
phrog_2515	partition protein	0.42	1.62324929	PHROG	False
phrog_6537	RusA-like Holliday junction resolvase	0.41	1.612783857	PHROG	False
phrog_20919	recombinase	0.39	1.591064607	PHROG	False
phrog_5351	HNH endonuclease	0.36	1.556302501	PHROG	False
phrog_9208	integrase	0.35	1.544068044	PHROG	False
phrog_23036	Holliday junction resolvase	0.3	1.477121255	PHROG	False
phrog_2123	recombinase	0.29	1.462397998	PHROG	False
phrog_17657	HNH endonuclease	0.29	1.462397998	PHROG	False
phrog_21964	HNH endonuclease	0.27	1.431363764	PHROG	False
phrog_5127	integrase	0.27	1.431363764	PHROG	False
phrog_15265	recombinase	0.25	1.397940009	PHROG	False
phrog_6086	HNH endonuclease	0.25	1.397940009	PHROG	False
phrog_37986	Holliday junction resolvase	0.25	1.397940009	PHROG	False
phrog_32069	ParB-like partition protein	0.22	1.342422681	PHROG	False
phrog_25983	HNH endonuclease	0.21	1.322219295	PHROG	False
phrog_20467	HNH endonuclease	0.19	1.278753601	PHROG	False
phrog_25551	homing endonuclease	0.19	1.278753601	PHROG	False
phrog_7504	homing endonuclease	0.19	1.278753601	PHROG	False
phrog_12980	HNH endonuclease	0.19	1.278753601	PHROG	False
phrog_10357	recombinase	0.19	1.278753601	PHROG	False
phrog_25420	HNH endonuclease	0.19	1.278753601	PHROG	False
phrog_26588	ParB-like partition nuclease	0.17	1.230448921	PHROG	False
phrog_30443	HNH endonuclease	0.15	1.176091259	PHROG	False
phrog_26754	ParB-like partition nuclease	0.14	1.146128036	PHROG	False
phrog_33554	HNH endonuclease	0.13	1.113943352	PHROG	False
phrog_9366	transposase	0.12	1.079181246	PHROG	False
phrog_8671	partition protein	0.12	1.079181246	PHROG	False
phrog_24671	integrase	0.12	1.079181246	PHROG	False
phrog_33290	ParB-like partition nuclease	0.11	1.041392685	PHROG	False
phrog_18411	homing endonuclease	0.11	1.041392685	PHROG	False
phrog_7426	HNH endonuclease	0.11	1.041392685	PHROG	False
phrog_35175	HNH endonuclease	0.1	1.0	PHROG	False
phrog_36562	transposase	0.1	1.0	PHROG	False
phrog_32871	integrase	0.1	1.0	PHROG	False
phrog_26377	ParB-like partition protein	0.1	1.0	PHROG	False
phrog_20724	HNH endonuclease	0.09	0.954242509	PHROG	False
phrog_12576	HNH endonuclease	0.09	0.954242509	PHROG	False
phrog_24545	HNH endonuclease	0.09	0.954242509	PHROG	False
phrog_19978	HNH endonuclease	0.09	0.954242509	PHROG	False
phrog_18250	integrase	0.08	0.903089987	PHROG	False
phrog_10553	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_11894	RusA-like Holliday junction resolvase	0.08	0.903089987	PHROG	False
phrog_32453	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_14097	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_7030	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_7091	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_29143	HNH endonuclease	0.08	0.903089987	PHROG	False
phrog_8786	type I-E anti-CRISPR protein	0.08	0.903089987	PHROG	False
phrog_21054	HNH endonuclease	0.07	0.84509804	PHROG	False
phrog_34902	Holliday junction resolvase	0.06	0.77815125	PHROG	False
phrog_26163	homing endonuclease	0.06	0.77815125	PHROG	False
phrog_11336	HNH endonuclease	0.05	0.698970004	PHROG	False
phrog_10486	transposase	0.05	0.698970004	PHROG	False
phrog_23136	integrase	0.05	0.698970004	PHROG	False
phrog_4208	HNH endonuclease	0.04	0.602059991	PHROG	False
phrog_27175	transposase	0.04	0.602059991	PHROG	False
phrog_3404	HNH endonuclease	0.03	0.477121255	PHROG	False
phrog_16545	ParB-like partition protein	0.03	0.477121255	PHROG	False
phrog_24252	HNH endonuclease	0.03	0.477121255	PHROG	False
phrog_33277	ParB-like partition protein	0.03	0.477121255	PHROG	False
phrog_24477	HNH endonuclease	0.03	0.477121255	PHROG	False
phrog_33155	HNH endonuclease	0.02	0.301029996	PHROG	False
phrog_16133	HNH endonuclease	0.02	0.301029996	PHROG	False
phrog_14449	transposase	0.02	0.301029996	PHROG	False
phrog_27407	Holliday junction resolvase	0.02	0.301029996	PHROG	False
phrog_9769	type I-F anti-CRISPR protein	0.02	0.301029996	PHROG	False
phrog_33459	HNH endonuclease	0.01	0.0	PHROG	False
